,Continent,Country,Trade Value,Year
92,North America,Costa Rica,163714,2012
93,North America,Dominica,60,2012
94,North America,Dominican Republic,19045,2012
95,North America,Guatemala,641529,2012
96,North America,Honduras,30390,2012
97,North America,Jamaica,3917,2012
98,North America,Mexico,160098476,2012
99,North America,Nicaragua,6187,2012
100,North America,El Salvador,61369,2012
101,North America,United States,1892346881,2012
102,Oceania,Australia,4826261,2012
103,Oceania,Fiji,45857,2012
104,Oceania,New Caledonia,2320,2012
105,Oceania,New Zealand,1408603,2012
106,Oceania,Palau,30,2012
107,Oceania,Papua New Guinea,69154,2012
108,Oceania,Tonga,10153,2012
109,South America,Argentina,10756230,2012
110,South America,Brazil,54206261,2012
111,South America,Chile,4482493,2012
112,South America,Colombia,480359,2012
113,South America,Ecuador,45818,2012
114,South America,Guyana,117,2012
115,South America,Peru,1165521,2012
116,South America,Uruguay,10380,2012
0,Africa,Botswana,69301,2013
1,Africa,Cote d'Ivoire,4502,2013
2,Africa,Republic of the Congo,9752,2013
3,Africa,Egypt,216110,2013
4,Africa,Ghana,516811,2013
5,Africa,Gambia,371,2013
6,Africa,Kenya,118698,2013
7,Africa,Morocco,37136,2013
8,Africa,Madagascar,296,2013
9,Africa,Mauritius,824706,2013
10,Africa,Malawi,14,2013
11,Africa,Namibia,32608,2013
12,Africa,Nigeria,327739,2013
13,Africa,Rwanda,2797,2013
14,Africa,Senegal,15635,2013
15,Africa,Tunisia,107391,2013
16,Africa,Tanzania,84567,2013
17,Africa,Uganda,30634,2013
18,Africa,South Africa,8261940,2013
19,Africa,Zambia,153,2013
20,Asia,Armenia,2230,2013
21,Asia,Bahrain,19962,2013
22,Asia,Brunei,1988,2013
23,Asia,China,808323822,2013
24,Asia,Cyprus,6844,2013
25,Asia,Georgia,164409,2013
26,Asia,Hong Kong,56355357,2013
27,Asia,Indonesia,2369606,2013
28,Asia,India,4785480,2013
29,Asia,Israel,8315000,2013
30,Asia,Jordan,439215,2013
31,Asia,Japan,1651227133,2013
32,Asia,Kazakhstan,13692,2013
33,Asia,South Korea,243589859,2013
34,Asia,Kuwait,145626,2013
35,Asia,Lebanon,62678,2013
36,Asia,Sri Lanka,3734,2013
37,Asia,Mongolia,4000,2013
38,Asia,Malaysia,124693911,2013
39,Asia,Nepal,25050,2013
40,Asia,Oman,268676,2013
41,Asia,Pakistan,323819,2013
42,Asia,Philippines,498186,2013
43,Asia,Palestine,6036,2013
44,Asia,Saudi Arabia,13222416,2013
45,Asia,Singapore,79501942,2013
46,Asia,Thailand,4027554,2013
47,Asia,Turkey,14025450,2013
48,Asia,Vietnam,12736456,2013
49,Europe,Albania,1598,2013
50,Europe,Austria,27188822,2013
51,Europe,Belgium,1215216275,2013
52,Europe,Bulgaria,1308371,2013
53,Europe,Bosnia and Herzegovina,128467,2013
54,Europe,Belarus,248900,2013
55,Europe,Switzerland,22779627,2013
56,Europe,Czechia,28374713,2013
57,Europe,Germany,1147409393,2013
58,Europe,Denmark,2272592,2013
59,Europe,Spain,83094027,2013
60,Europe,Estonia,25392,2013
61,Europe,Finland,9823198,2013
62,Europe,France,185833819,2013
63,Europe,United Kingdom,422038237,2013
64,Europe,Greece,2726784,2013
65,Europe,Croatia,863918,2013
66,Europe,Hungary,5858456,2013
67,Europe,Ireland,3701679,2013
68,Europe,Iceland,232,2013
69,Europe,Italy,101395329,2013
70,Europe,Lithuania,3139049,2013
71,Europe,Luxembourg,4063627,2013
72,Europe,Latvia,8024482,2013
73,Europe,North Macedonia,76856,2013
74,Europe,Malta,23624,2013
75,Europe,Montenegro,292,2013
76,Europe,Netherlands,807859262,2013
77,Europe,Norway,412011,2013
78,Europe,Poland,18604847,2013
79,Europe,Portugal,5726128,2013
80,Europe,Romania,1498927,2013
81,Europe,Russia,3995453,2013
82,Europe,Serbia,615377,2013
83,Europe,Slovakia,3327716,2013
84,Europe,Slovenia,7419360,2013
85,Europe,Sweden,7202772,2013
86,Europe,Ukraine,204993,2013
87,North America,Aruba,363,2013
88,North America,Antigua and Barbuda,32201,2013
89,North America,Bahamas,4738,2013
90,North America,Barbados,115046,2013
91,North America,Canada,4765748,2013
92,North America,Costa Rica,154507,2013
93,North America,Dominican Republic,10318,2013
94,North America,Greenland,1781,2013
95,North America,Guatemala,393209,2013
96,North America,Jamaica,5986,2013
97,North America,Mexico,166483996,2013
98,North America,Nicaragua,13988,2013
99,North America,El Salvador,120093,2013
100,North America,United States,1887569179,2013
101,Oceania,Australia,2220655,2013
102,Oceania,Fiji,42497,2013
103,Oceania,New Caledonia,897,2013
104,Oceania,New Zealand,2227638,2013
105,South America,Argentina,13109163,2013
106,South America,Brazil,59372611,2013
107,South America,Chile,3465919,2013
108,South America,Colombia,811594,2013
109,South America,Ecuador,33042,2013
110,South America,Guyana,75,2013
111,South America,Peru,1081240,2013
112,South America,Uruguay,11112,2013
113,South America,Venezuela,349,2013
0,Africa,Burundi,1100,2014
1,Africa,Benin,11700,2014
2,Africa,Botswana,49553,2014
3,Africa,Cameroon,1518,2014
4,Africa,Egypt,249533,2014
5,Africa,Ethiopia,6337,2014
6,Africa,Gambia,4022,2014
7,Africa,Morocco,145727,2014
8,Africa,Madagascar,19323,2014
9,Africa,Mauritius,569339,2014
10,Africa,Malawi,908,2014
11,Africa,Namibia,20283,2014
12,Africa,Rwanda,1592,2014
13,Africa,Sierra Leone,1,2014
14,Africa,Tanzania,572398,2014
15,Africa,Uganda,272922,2014
16,Africa,South Africa,5824796,2014
17,Africa,Zambia,299,2014
18,Asia,United Arab Emirates,87471367,2014
19,Asia,Armenia,13179,2014
20,Asia,Bahrain,6691,2014
21,Asia,Brunei,4555,2014
22,Asia,China,777437726,2014
23,Asia,Georgia,30237,2014
24,Asia,Hong Kong,46833285,2014
25,Asia,Indonesia,2727530,2014
26,Asia,India,5695459,2014
27,Asia,Israel,5391000,2014
28,Asia,Jordan,458756,2014
29,Asia,Japan,1487584189,2014
30,Asia,Kazakhstan,10628,2014
31,Asia,South Korea,326383411,2014
32,Asia,Kuwait,1777776,2014
33,Asia,Lebanon,54710,2014
34,Asia,Sri Lanka,28187,2014
35,Asia,Malaysia,235059784,2014
36,Asia,Nepal,100334,2014
37,Asia,Oman,63155,2014
38,Asia,Pakistan,4310,2014
39,Asia,Philippines,1315921,2014
40,Asia,Palestine,10465,2014
41,Asia,Singapore,75758998,2014
42,Asia,Thailand,2617329,2014
43,Asia,Turkey,10461870,2014
44,Asia,Vietnam,15640264,2014
45,Asia,Chinese Taipei,255869221,2014
46,Asia,Yemen,3966,2014
47,Europe,Austria,22156473,2014
48,Europe,Belgium,984196942,2014
49,Europe,Bulgaria,910435,2014
50,Europe,Bosnia and Herzegovina,120444,2014
51,Europe,Belarus,710300,2014
52,Europe,Switzerland,21735242,2014
53,Europe,Czechia,20582015,2014
54,Europe,Germany,1153323961,2014
55,Europe,Denmark,1929082,2014
56,Europe,Spain,57823895,2014
57,Europe,Estonia,76206,2014
58,Europe,Finland,6078389,2014
59,Europe,France,95295957,2014
60,Europe,United Kingdom,374303626,2014
61,Europe,Greece,2436967,2014
62,Europe,Croatia,630983,2014
63,Europe,Hungary,4152249,2014
64,Europe,Ireland,5378271,2014
65,Europe,Iceland,696,2014
66,Europe,Italy,90124406,2014
67,Europe,Lithuania,4245653,2014
68,Europe,Luxembourg,3457155,2014
69,Europe,Latvia,7217576,2014
70,Europe,Moldova,888,2014
71,Europe,North Macedonia,89681,2014
72,Europe,Malta,8081,2014
73,Europe,Netherlands,797817952,2014
74,Europe,Norway,305783,2014
75,Europe,Poland,17691341,2014
76,Europe,Portugal,5601927,2014
77,Europe,Romania,1062514,2014
78,Europe,Russia,6884513,2014
79,Europe,Serbia,836503,2014
80,Europe,Slovakia,2403593,2014
81,Europe,Slovenia,6876668,2014
82,Europe,Sweden,8371696,2014
83,Europe,Ukraine,161317,2014
84,North America,Aruba,56,2014
85,North America,Antigua and Barbuda,29010,2014
86,North America,Bahamas,1100,2014
87,North America,Barbados,117891,2014
88,North America,Canada,3448593,2014
89,North America,Dominican Republic,321489,2014
90,North America,Guatemala,436147,2014
91,North America,Honduras,116261,2014
92,North America,Saint Lucia,6302,2014
93,North America,Mexico,153943380,2014
94,North America,Nicaragua,32848,2014
95,North America,El Salvador,125274,2014
96,North America,United States,1761856124,2014
97,Oceania,Australia,5104424,2014
98,Oceania,Fiji,68718,2014
99,Oceania,New Caledonia,51373,2014
100,Oceania,New Zealand,2034607,2014
101,Oceania,French Polynesia,2238,2014
102,Oceania,Tonga,42,2014
103,Oceania,Samoa,130,2014
104,South America,Argentina,6582516,2014
105,South America,Brazil,56564200,2014
106,South America,Chile,3917720,2014
107,South America,Colombia,630306,2014
108,South America,Ecuador,566958,2014
109,South America,Peru,987438,2014
110,South America,Uruguay,1840,2014
0,Africa,Botswana,4939,2015
1,Africa,Cote d'Ivoire,180,2015
2,Africa,Cameroon,3062,2015
3,Africa,Egypt,574468,2015
4,Africa,Guinea,419,2015
5,Africa,Morocco,52259,2015
6,Africa,Mauritius,403064,2015
7,Africa,Malawi,178352,2015
8,Africa,Niger,2019,2015
9,Africa,Rwanda,2166,2015
10,Africa,Senegal,7427,2015
11,Africa,Togo,28526,2015
12,Africa,Tunisia,19801,2015
13,Africa,Tanzania,13517,2015
14,Africa,Uganda,57947,2015
15,Africa,South Africa,5955948,2015
16,Asia,United Arab Emirates,7106747,2015
17,Asia,Azerbaijan,192,2015
18,Asia,Bahrain,169998,2015
19,Asia,Brunei,109,2015
20,Asia,China,736098025,2015
21,Asia,Cyprus,52465,2015
22,Asia,Georgia,173366,2015
23,Asia,Hong Kong,41805103,2015
24,Asia,Indonesia,2031587,2015
25,Asia,India,4720892,2015
26,Asia,Israel,3667000,2015
27,Asia,Jordan,11418,2015
28,Asia,Japan,1147027356,2015
29,Asia,Kazakhstan,161776,2015
30,Asia,Kyrgyzstan,44400,2015
31,Asia,South Korea,237371665,2015
32,Asia,Kuwait,586605,2015
33,Asia,Sri Lanka,5357,2015
34,Asia,Macau,39318,2015
35,Asia,Mongolia,23,2015
36,Asia,Malaysia,170737368,2015
37,Asia,Oman,344500,2015
38,Asia,Pakistan,363466,2015
39,Asia,Philippines,1853843,2015
40,Asia,Palestine,38895,2015
41,Asia,Qatar,85117,2015
42,Asia,Saudi Arabia,403201,2015
43,Asia,Singapore,86384536,2015
44,Asia,Thailand,1558414,2015
45,Asia,Turkey,6728497,2015
46,Asia,Vietnam,9365555,2015
47,Asia,Yemen,43504,2015
48,Europe,Austria,8350166,2015
49,Europe,Belgium,756805528,2015
50,Europe,Bulgaria,863119,2015
51,Europe,Bosnia and Herzegovina,106381,2015
52,Europe,Belarus,862200,2015
53,Europe,Switzerland,13226319,2015
54,Europe,Czechia,20647138,2015
55,Europe,Germany,1013845488,2015
56,Europe,Denmark,1699194,2015
57,Europe,Spain,54377950,2015
58,Europe,Estonia,1222881,2015
59,Europe,Finland,1690789,2015
60,Europe,France,68989417,2015
61,Europe,United Kingdom,265309287,2015
62,Europe,Greece,2086841,2015
63,Europe,Croatia,419534,2015
64,Europe,Hungary,4808238,2015
65,Europe,Ireland,5829898,2015
66,Europe,Iceland,250,2015
67,Europe,Italy,79622383,2015
68,Europe,Lithuania,10697692,2015
69,Europe,Luxembourg,4712395,2015
70,Europe,Latvia,4960418,2015
71,Europe,North Macedonia,31595,2015
72,Europe,Malta,6504,2015
73,Europe,Montenegro,703,2015
74,Europe,Netherlands,600247611,2015
75,Europe,Norway,198663,2015
76,Europe,Poland,20882992,2015
77,Europe,Portugal,5178374,2015
78,Europe,Romania,755071,2015
79,Europe,Russia,4372090,2015
80,Europe,Serbia,867370,2015
81,Europe,Slovakia,3277026,2015
82,Europe,Slovenia,5670107,2015
83,Europe,Sweden,6531083,2015
84,Europe,Ukraine,189766,2015
85,North America,Antigua and Barbuda,2665,2015
86,North America,Bahamas,2952,2015
87,North America,Barbados,78047,2015
88,North America,Canada,3613330,2015
89,North America,Costa Rica,160563,2015
90,North America,Dominican Republic,339031,2015
91,North America,Guatemala,317905,2015
92,North America,Mexico,106081042,2015
93,North America,Nicaragua,10845,2015
94,North America,El Salvador,67476,2015
95,North America,United States,1715701243,2015
96,North America,Saint Vincent and the Grenadines,151,2015
97,Oceania,Australia,5256759,2015
98,Oceania,Fiji,121920,2015
99,Oceania,New Caledonia,1948,2015
100,Oceania,New Zealand,997568,2015
101,Oceania,French Polynesia,2929,2015
102,South America,Argentina,5240048,2015
103,South America,Brazil,38495153,2015
104,South America,Chile,2739266,2015
105,South America,Colombia,779951,2015
106,South America,Ecuador,229072,2015
107,South America,Peru,655461,2015
108,South America,Paraguay,14300,2015
109,South America,Uruguay,21,2015
0,Africa,Benin,832,2016
1,Africa,Botswana,50806,2016
2,Africa,Egypt,50517,2016
3,Africa,Ethiopia,36,2016
4,Africa,Ghana,2676472,2016
5,Africa,Morocco,88508,2016
6,Africa,Madagascar,66,2016
7,Africa,Mauritius,294898,2016
8,Africa,Namibia,5907,2016
9,Africa,Senegal,1206,2016
10,Africa,Togo,108606,2016
11,Africa,Tunisia,174243,2016
12,Africa,Tanzania,12088,2016
13,Africa,South Africa,3053865,2016
14,Africa,Zimbabwe,2648,2016
15,Asia,United Arab Emirates,9068106,2016
16,Asia,Armenia,994,2016
17,Asia,Bahrain,29827,2016
18,Asia,China,662010283,2016
19,Asia,Cyprus,88394,2016
20,Asia,Georgia,166746,2016
21,Asia,Hong Kong,33390159,2016
22,Asia,Indonesia,2817565,2016
23,Asia,India,2835299,2016
24,Asia,Israel,4904000,2016
25,Asia,Jordan,5490,2016
26,Asia,Japan,1243690798,2016
27,Asia,Kazakhstan,112665,2016
28,Asia,Kyrgyzstan,395,2016
29,Asia,South Korea,232024071,2016
30,Asia,Sri Lanka,2833,2016
31,Asia,Burma,76371,2016
32,Asia,Malaysia,130206304,2016
33,Asia,Oman,422269,2016
34,Asia,Pakistan,898283,2016
35,Asia,Philippines,116583,2016
36,Asia,Singapore,71915109,2016
37,Asia,Turkey,5422443,2016
38,Europe,Belgium,680484397,2016
39,Europe,Bulgaria,1408297,2016
40,Europe,Bosnia and Herzegovina,78693,2016
41,Europe,Belarus,551000,2016
42,Europe,Switzerland,12321708,2016
43,Europe,Czechia,19391120,2016
44,Europe,Germany,1062178489,2016
45,Europe,Denmark,1887636,2016
46,Europe,Spain,62480344,2016
47,Europe,Estonia,1407287,2016
48,Europe,France,58524030,2016
49,Europe,United Kingdom,197385686,2016
50,Europe,Greece,2464561,2016
51,Europe,Croatia,1051351,2016
52,Europe,Hungary,5613813,2016
53,Europe,Ireland,17147795,2016
54,Europe,Iceland,35,2016
55,Europe,Italy,68076162,2016
56,Europe,Lithuania,13735341,2016
57,Europe,Luxembourg,5174728,2016
58,Europe,Latvia,2841268,2016
59,Europe,North Macedonia,77793,2016
60,Europe,Malta,13381,2016
61,Europe,Norway,617574,2016
62,Europe,Poland,21956407,2016
63,Europe,Portugal,4156710,2016
64,Europe,Romania,1332892,2016
65,Europe,Russia,3951757,2016
66,Europe,Serbia,823104,2016
67,Europe,Slovakia,3126290,2016
68,North America,Aruba,66,2016
69,North America,Antigua and Barbuda,667,2016
70,North America,Barbados,96932,2016
71,North America,Canada,3486955,2016
72,North America,Costa Rica,270057,2016
73,North America,Dominican Republic,329655,2016
74,North America,Greenland,129,2016
75,North America,Jamaica,689,2016
76,North America,Mexico,68043405,2016
77,North America,Panama,3335793,2016
78,North America,El Salvador,62209,2016
79,North America,United States,1558064368,2016
80,Oceania,Australia,4643603,2016
81,Oceania,Fiji,12414,2016
82,Oceania,New Zealand,1096843,2016
83,Oceania,Samoa,2,2016
84,South America,Argentina,1090252,2016
85,South America,Brazil,30503255,2016
86,South America,Chile,2126261,2016
87,South America,Colombia,535074,2016
88,South America,Ecuador,41049,2016
89,South America,Peru,239264,2016
90,South America,Uruguay,53618,2016
0,Africa,Botswana,22049,2017
1,Africa,Cote d'Ivoire,42056,2017
2,Africa,Republic of the Congo,2500,2017
3,Africa,Algeria,1605,2017
4,Africa,Egypt,4780,2017
5,Africa,Ghana,763334,2017
6,Africa,Kenya,135192,2017
7,Africa,Lesotho,61,2017
8,Africa,Morocco,116101,2017
9,Africa,Mozambique,424,2017
10,Africa,Mauritius,35751,2017
11,Africa,Namibia,2181,2017
12,Africa,Nigeria,29429,2017
13,Africa,Senegal,10566,2017
14,Africa,Eswatini,574,2017
15,Africa,Tunisia,2434,2017
16,Africa,Tanzania,25,2017
17,Africa,South Africa,3148189,2017
18,Africa,Zambia,67,2017
19,Asia,Armenia,11572,2017
20,Asia,Azerbaijan,36024,2017
21,Asia,Brunei,972,2017
22,Asia,China,528340390,2017
23,Asia,Cyprus,274895,2017
24,Asia,Georgia,18921,2017
25,Asia,Hong Kong,16887112,2017
26,Asia,Indonesia,435272,2017
27,Asia,India,4378247,2017
28,Asia,Iran,8996,2017
29,Asia,Israel,11342079,2017
30,Asia,Jordan,309,2017
31,Asia,Japan,1358730325,2017
32,Asia,Kazakhstan,112523,2017
33,Asia,South Korea,178433062,2017
34,Asia,Kuwait,1260,2017
35,Asia,Lebanon,441,2017
36,Asia,Sri Lanka,28185,2017
37,Asia,Maldives,3176,2017
38,Asia,Burma,91236,2017
39,Asia,Malaysia,103227521,2017
40,Asia,Oman,70069,2017
41,Asia,Pakistan,10397,2017
42,Asia,Philippines,180813,2017
43,Asia,Singapore,35636639,2017
44,Asia,Turkey,9065433,2017
45,Europe,Austria,7036435,2017
46,Europe,Belgium,603007742,2017
47,Europe,Bulgaria,1357452,2017
48,Europe,Bosnia and Herzegovina,261,2017
49,Europe,Belarus,335217,2017
50,Europe,Switzerland,11958850,2017
51,Europe,Czechia,15155826,2017
52,Europe,Germany,919069073,2017
53,Europe,Denmark,1513229,2017
54,Europe,Spain,55374743,2017
55,Europe,Estonia,99659,2017
56,Europe,Finland,19667789,2017
57,Europe,France,100240938,2017
58,Europe,United Kingdom,109398416,2017
59,Europe,Greece,2387036,2017
60,Europe,Croatia,1201516,2017
61,Europe,Hungary,4957966,2017
62,Europe,Ireland,17585546,2017
63,Europe,Iceland,18883,2017
64,Europe,Italy,54701790,2017
65,Europe,Lithuania,13957686,2017
66,Europe,Luxembourg,3335628,2017
67,Europe,Latvia,1239278,2017
68,Europe,North Macedonia,17281,2017
69,Europe,Netherlands,533912890,2017
70,Europe,Norway,202194,2017
71,Europe,Poland,15832839,2017
72,Europe,Portugal,1277086,2017
73,Europe,Romania,1424679,2017
74,Europe,Russia,4975935,2017
75,Europe,Serbia,1915445,2017
76,Europe,Slovakia,3566633,2017
77,Europe,Slovenia,5133827,2017
78,Europe,Sweden,8008872,2017
79,Europe,Ukraine,85248,2017
80,North America,Antigua and Barbuda,462,2017
81,North America,Barbados,4670,2017
82,North America,Canada,2832180,2017
83,North America,Costa Rica,74950,2017
84,North America,Dominican Republic,61342,2017
85,North America,Honduras,78052,2017
86,North America,Jamaica,1511,2017
87,North America,Mexico,35938545,2017
88,North America,Nicaragua,10624,2017
89,North America,El Salvador,9142,2017
90,North America,United States,1466423430,2017
91,Oceania,Australia,2761391,2017
92,Oceania,New Zealand,935807,2017
93,South America,Argentina,532207,2017
94,South America,Brazil,27345820,2017
95,South America,Chile,1688344,2017
96,South America,Colombia,468622,2017
97,South America,Ecuador,71078,2017
98,South America,Peru,269655,2017
99,South America,Paraguay,1853,2017
100,South America,Suriname,1359,2017
101,South America,Uruguay,4362,2017
0,Africa,Angola,40228,2018
1,Africa,Burundi,81,2018
2,Africa,Burkina Faso,687,2018
3,Africa,Botswana,11516,2018
4,Africa,Cote d'Ivoire,393489,2018
5,Africa,Egypt,87732,2018
6,Africa,Ghana,1175121,2018
7,Africa,Kenya,106693,2018
8,Africa,Morocco,208409,2018
9,Africa,Madagascar,4632,2018
10,Africa,Mauritius,19235,2018
11,Africa,Namibia,6817,2018
12,Africa,Tanzania,275288,2018
13,Africa,Uganda,13022,2018
14,Africa,South Africa,3892843,2018
15,Asia,United Arab Emirates,55938860,2018
16,Asia,Armenia,10402,2018
17,Asia,Azerbaijan,6450,2018
18,Asia,Bahrain,22955,2018
19,Asia,Brunei,848,2018
20,Asia,China,819540156,2018
21,Asia,Cyprus,268548,2018
22,Asia,Georgia,14408,2018
23,Asia,Hong Kong,41846047,2018
24,Asia,Indonesia,269660,2018
25,Asia,India,4246598,2018
26,Asia,Israel,4092000,2018
27,Asia,Jordan,23166,2018
28,Asia,Japan,1793730740,2018
29,Asia,Kazakhstan,420321,2018
30,Asia,South Korea,339131130,2018
31,Asia,Kuwait,24706,2018
32,Asia,Lebanon,151011,2018
33,Asia,Burma,645898,2018
34,Asia,Malaysia,158818248,2018
35,Asia,Oman,759135,2018
36,Asia,Pakistan,38368,2018
37,Asia,Philippines,675059,2018
38,Asia,Palestine,556,2018
39,Asia,Qatar,11759,2018
40,Asia,Saudi Arabia,577809,2018
41,Asia,Singapore,78953566,2018
42,Asia,Thailand,6374031,2018
43,Asia,Turkey,8096937,2018
44,Europe,Andorra,4316,2018
45,Europe,Austria,7864714,2018
46,Europe,Belgium,889308397,2018
47,Europe,Bulgaria,3041034,2018
48,Europe,Bosnia and Herzegovina,70384,2018
49,Europe,Belarus,568400,2018
50,Europe,Switzerland,9638257,2018
51,Europe,Czechia,13459432,2018
52,Europe,Germany,1130974796,2018
53,Europe,Denmark,1809679,2018
54,Europe,Spain,55307825,2018
55,Europe,Estonia,114862,2018
56,Europe,Finland,676597,2018
57,Europe,France,129316084,2018
58,Europe,United Kingdom,119645215,2018
59,Europe,Greece,2588484,2018
60,Europe,Croatia,2606028,2018
61,Europe,Hungary,8055935,2018
62,Europe,Ireland,45870872,2018
63,Europe,Iceland,265,2018
64,Europe,Italy,50305549,2018
65,Europe,Lithuania,16622866,2018
66,Europe,Luxembourg,4811440,2018
67,Europe,Latvia,4700773,2018
68,Europe,Moldova,7300,2018
69,Europe,North Macedonia,9038,2018
70,Europe,Malta,55991,2018
71,Europe,Netherlands,602747382,2018
72,Europe,Norway,137174,2018
73,Europe,Poland,25610380,2018
74,Europe,Portugal,3747737,2018
75,Europe,Romania,2180115,2018
76,Europe,Russia,6338674,2018
77,Europe,Serbia,1150874,2018
78,Europe,Slovakia,4397798,2018
79,Europe,Slovenia,4983228,2018
80,Europe,Sweden,8053080,2018
81,Europe,Ukraine,206106,2018
82,North America,Barbados,46151,2018
83,North America,Canada,3690895,2018
84,North America,Costa Rica,282773,2018
85,North America,Mexico,27327664,2018
86,North America,Nicaragua,24767,2018
87,North America,El Salvador,87068,2018
88,North America,United States,1634265493,2018
89,Oceania,Australia,5349975,2018
90,Oceania,Fiji,5650,2018
91,Oceania,New Zealand,918860,2018
92,South America,Argentina,194211,2018
93,South America,Bolivia,6653,2018
94,South America,Brazil,26503552,2018
95,South America,Chile,1994095,2018
96,South America,Colombia,410150,2018
97,South America,Ecuador,87317,2018
98,South America,Peru,406734,2018
99,South America,Paraguay,3000,2018
100,South America,Uruguay,10650,2018
101,,Rest of the world,334974258,2018
